_ - resultsPage - page,_ - resultsPage - status,_ - resultsPage - perPage,_ - resultsPage - totalEntries,_ - resultsPage - results - event - _ - id,_ - resultsPage - results - event - _ - uri,_ - resultsPage - results - event - _ - type,_ - resultsPage - results - event - _ - status,_ - resultsPage - results - event - _ - popularity,_ - resultsPage - results - event - _ - displayName,_ - resultsPage - results - event - _ - ageRestriction,_ - resultsPage - results - event - _ - flaggedAsEnded,_ - resultsPage - results - event - _ - performance - _ - id,_ - resultsPage - results - event - _ - performance - _ - billing,_ - resultsPage - results - event - _ - performance - _ - displayName,_ - resultsPage - results - event - _ - performance - _ - billingIndex,_ - resultsPage - results - event - _ - performance - _ - artist - id,_ - resultsPage - results - event - _ - performance - _ - artist - uri,_ - resultsPage - results - event - _ - performance - _ - artist - displayName,_ - resultsPage - results - event - _ - performance - _ - artist - identifier - _ - mbid,_ - resultsPage - results - event - _ - performance - _ - artist - identifier - _ - href,_ - resultsPage - results - event - _ - start - date,_ - resultsPage - results - event - _ - start - time,_ - resultsPage - results - event - _ - start - datetime,_ - resultsPage - results - event - _ - venue - id,_ - resultsPage - results - event - _ - venue - uri,_ - resultsPage - results - event - _ - venue - lat,_ - resultsPage - results - event - _ - venue - lng,_ - resultsPage - results - event - _ - venue - displayName,_ - resultsPage - results - event - _ - venue - metroArea - id,_ - resultsPage - results - event - _ - venue - metroArea - uri,_ - resultsPage - results - event - _ - venue - metroArea - displayName,_ - resultsPage - results - event - _ - venue - metroArea - state - displayName,_ - resultsPage - results - event - _ - venue - metroArea - country - displayName,_ - resultsPage - results - event - _ - location - lat,_ - resultsPage - results - event - _ - location - lng,_ - resultsPage - results - event - _ - location - city
,,,,38952387,http://www.songkick.com/concerts/38952387-mortician-at-saint-vitus?utm_source=59227&utm_medium=partner,Concert,ok,9.81E-4,"Mortician with Funerus, Sacrificial Blood, and SICK BAY at Saint Vitus (November 15, 2019)",,false,73789072,headline,Mortician,1,100509,http://www.songkick.com/artists/100509-mortician?utm_source=59227&utm_medium=partner,Mortician,e79731e0-4af1-4104-825e-e070b9592bf0,http://api.songkick.com/api/3.0/artists/mbid:e79731e0-4af1-4104-825e-e070b9592bf0.json,2019-11-15,19:30:00,2019-11-15T19:30:00-0500,1364966,http://www.songkick.com/venues/1364966-saint-vitus?utm_source=59227&utm_medium=partner,40.73677,-73.955,Saint Vitus,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.73677,-73.955,"Brooklyn, NY, US"
,,,,,,,,,,,,,,,,,,,a3b3b71b-4b6e-4a8f-ae74-5bc17b87ef60,http://api.songkick.com/api/3.0/artists/mbid:a3b3b71b-4b6e-4a8f-ae74-5bc17b87ef60.json,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73789073,support,Funerus,2,487611,http://www.songkick.com/artists/487611-funerus?utm_source=59227&utm_medium=partner,Funerus,386991ff-430c-4aca-af4d-284760c68f0e,http://api.songkick.com/api/3.0/artists/mbid:386991ff-430c-4aca-af4d-284760c68f0e.json,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73789074,support,Sacrificial Blood,3,631075,http://www.songkick.com/artists/631075-sacrificial-blood?utm_source=59227&utm_medium=partner,Sacrificial Blood,c5d2441a-a659-4e82-a9f1-fd65cffdaa8f,http://api.songkick.com/api/3.0/artists/mbid:c5d2441a-a659-4e82-a9f1-fd65cffdaa8f.json,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73789075,support,SICK BAY,4,1330210,http://www.songkick.com/artists/1330210-sick-bay?utm_source=59227&utm_medium=partner,SICK BAY,79052d1b-3275-47c5-bde5-2bc36de2d263,http://api.songkick.com/api/3.0/artists/mbid:79052d1b-3275-47c5-bde5-2bc36de2d263.json,,,,,,,,,,,,,,,,
,,,,38954576,http://www.songkick.com/concerts/38954576-pedrito-martinez-at-92nd-street-y?utm_source=59227&utm_medium=partner,Concert,ok,4.96E-4,"Pedrito Martinez with Jhair Sala, Isaac Delgado En Vivo, Sebastian Natal, and 1 more… at 92nd Street Y (November 15, 2019)",,false,73792632,headline,Pedrito Martinez,1,633612,http://www.songkick.com/artists/633612-pedrito-martinez?utm_source=59227&utm_medium=partner,Pedrito Martinez,5c976a22-2939-4c88-b593-f22080e7f50b,http://api.songkick.com/api/3.0/artists/mbid:5c976a22-2939-4c88-b593-f22080e7f50b.json,2019-11-15,19:30:00,2019-11-15T19:30:00-0500,558491,http://www.songkick.com/venues/558491-92nd-street-y?utm_source=59227&utm_medium=partner,40.78275,-73.95291,92nd Street Y,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.78275,-73.95291,"New York (NYC), NY, US"
,,,,,,,,,,,,73996421,support,Jhair Sala,2,9292829,http://www.songkick.com/artists/9292829-jhair-sala?utm_source=59227&utm_medium=partner,Jhair Sala,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73996422,support,Isaac Delgado En Vivo,3,4175166,http://www.songkick.com/artists/4175166-isaac-delgado-en-vivo?utm_source=59227&utm_medium=partner,Isaac Delgado En Vivo,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73996423,support,Sebastian Natal,4,9292814,http://www.songkick.com/artists/9292814-sebastian-natal?utm_source=59227&utm_medium=partner,Sebastian Natal,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73996424,support,Xito Lovell,5,10072076,http://www.songkick.com/artists/10072076-xito-lovell?utm_source=59227&utm_medium=partner,Xito Lovell,,,,,,,,,,,,,,,,,,
,,,,38974840,http://www.songkick.com/concerts/38974840-loud-luxury-at-great-hall-avant-gardner?utm_source=59227&utm_medium=partner,Concert,ok,0.023406,"Loud Luxury with Black Caviar at Great Hall, Avant Gardner (November 15, 2019)",,false,73827044,headline,Loud Luxury,1,5862829,http://www.songkick.com/artists/5862829-loud-luxury?utm_source=59227&utm_medium=partner,Loud Luxury,4c445344-9df2-407e-9bf3-8a5c0b86777e,http://api.songkick.com/api/3.0/artists/mbid:4c445344-9df2-407e-9bf3-8a5c0b86777e.json,2019-11-15,21:00:00,2019-11-15T21:00:00-0500,3721144,http://www.songkick.com/venues/3721144-great-hall-avant-gardner?utm_source=59227&utm_medium=partner,40.71068,-73.92635,"Great Hall, Avant Gardner",7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.71068,-73.92635,"Brooklyn, NY, US"
,,,,,,,,,,,,74034966,support,Black Caviar,2,7257274,http://www.songkick.com/artists/7257274-black-caviar?utm_source=59227&utm_medium=partner,Black Caviar,1d58c531-b83d-4ec1-98cd-716ab0cebde2,http://api.songkick.com/api/3.0/artists/mbid:1d58c531-b83d-4ec1-98cd-716ab0cebde2.json,,,,,,,,,,,,,,,,
,,,,38985547,http://www.songkick.com/concerts/38985547-kate-davis-at-zone-one-elsewhere?utm_source=59227&utm_medium=partner,Concert,ok,0.00121,"Kate Davis with Miss Grit and Emily Jackson at Zone One, Elsewhere (November 15, 2019)",,false,73845523,headline,Kate Davis,1,2031201,http://www.songkick.com/artists/2031201-kate-davis?utm_source=59227&utm_medium=partner,Kate Davis,756a8bb0-f9d6-44af-9760-63dd11613c99,http://api.songkick.com/api/3.0/artists/mbid:756a8bb0-f9d6-44af-9760-63dd11613c99.json,2019-11-15,18:00:00,2019-11-15T18:00:00-0500,3660404,http://www.songkick.com/venues/3660404-zone-one-elsewhere?utm_source=59227&utm_medium=partner,40.70948,-73.92319,"Zone One, Elsewhere",7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.70948,-73.92319,"Brooklyn, NY, US"
,,,,,,,,,,,,74295664,support,Miss Grit,2,9753019,http://www.songkick.com/artists/9753019-miss-grit?utm_source=59227&utm_medium=partner,Miss Grit,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,74307911,support,Emily Jackson,3,5391113,http://www.songkick.com/artists/5391113-emily-jackson?utm_source=59227&utm_medium=partner,Emily Jackson,,,,,,,,,,,,,,,,,,
,,,,39015124,http://www.songkick.com/concerts/39015124-sammy-rae-at-poisson-rouge?utm_source=59227&utm_medium=partner,Concert,ok,1.67E-4,"Sammy Rae with Melt The Band (NYC) at (le) Poisson Rouge (November 15, 2019)",,false,73895976,headline,Sammy Rae,1,3482761,http://www.songkick.com/artists/3482761-sammy-rae?utm_source=59227&utm_medium=partner,Sammy Rae,,,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,3801984,http://www.songkick.com/venues/3801984-poisson-rouge?utm_source=59227&utm_medium=partner,40.72848,-74.00005,(le) Poisson Rouge,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.72848,-74.00005,"New York (NYC), NY, US"
,,,,,,,,,,,,74197320,support,Melt The Band (NYC),2,9233199,http://www.songkick.com/artists/9233199-melt-the-band-nyc?utm_source=59227&utm_medium=partner,Melt The Band (NYC),,,,,,,,,,,,,,,,,,
,,,,39015303,http://www.songkick.com/concerts/39015303-oar-at-paramount-theater?utm_source=59227&utm_medium=partner,Concert,ok,0.061704,"O.A.R. at Paramount Theater (November 15, 2019)",,false,73896229,headline,O.A.R.,1,168886,http://www.songkick.com/artists/168886-oar?utm_source=59227&utm_medium=partner,O.A.R.,16aae9fa-d8f7-4e2c-a907-44aee1ad67fc,http://api.songkick.com/api/3.0/artists/mbid:16aae9fa-d8f7-4e2c-a907-44aee1ad67fc.json,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,47068,http://www.songkick.com/venues/47068-paramount-theater?utm_source=59227&utm_medium=partner,40.62816,-74.07662,Paramount Theater,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.62816,-74.07662,"Staten Island, NY, US"
,,,,39016008,http://www.songkick.com/concerts/39016008-trst-at-knockdown-center?utm_source=59227&utm_medium=partner,Concert,ok,0.004188,"TR/ST at Knockdown Center (November 15, 2019)",,false,73897373,headline,TR/ST,1,6137504,http://www.songkick.com/artists/6137504-trst?utm_source=59227&utm_medium=partner,TR/ST,b8e3d1ae-5983-4af1-b226-aa009b294111,http://api.songkick.com/api/3.0/artists/mbid:b8e3d1ae-5983-4af1-b226-aa009b294111.json,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,1957449,http://www.songkick.com/venues/1957449-knockdown-center?utm_source=59227&utm_medium=partner,40.7154,-73.91468,Knockdown Center,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.7154,-73.91468,"Queens, NY, US"
,,,,39018807,http://www.songkick.com/concerts/39018807-matt-nakoa-at-rockwood-music-hall-stage-3?utm_source=59227&utm_medium=partner,Concert,ok,4.6E-5,"Matt Nakoa, Allison Leah, and Robin Mitch Mitchell at Rockwood Music Hall Stage 3 (November 15, 2019)",,false,73901990,headline,Matt Nakoa,1,5611773,http://www.songkick.com/artists/5611773-matt-nakoa?utm_source=59227&utm_medium=partner,Matt Nakoa,6fece69f-c9f2-472a-bbc7-022b7739fa3a,http://api.songkick.com/api/3.0/artists/mbid:6fece69f-c9f2-472a-bbc7-022b7739fa3a.json,2019-11-15,20:15:00,2019-11-15T20:15:00-0500,2399549,http://www.songkick.com/venues/2399549-rockwood-music-hall-stage-3?utm_source=59227&utm_medium=partner,40.72207,-73.98847,Rockwood Music Hall Stage 3,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.72207,-73.98847,"New York (NYC), NY, US"
,,,,,,,,,,,,73908259,headline,Allison Leah,2,9965269,http://www.songkick.com/artists/9965269-allison-leah?utm_source=59227&utm_medium=partner,Allison Leah,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,74073529,headline,Robin Mitch Mitchell,3,8894284,http://www.songkick.com/artists/8894284-robin-mitch-mitchell?utm_source=59227&utm_medium=partner,Robin Mitch Mitchell,,,,,,,,,,,,,,,,,,
,,,,39027167,http://www.songkick.com/concerts/39027167-alexander-geist-at-unknown-venue?utm_source=59227&utm_medium=partner,Concert,ok,2.7E-5,"Alexander Geist and Your Mom's Agency at Unknown venue (November 15, 2019)",,false,73915518,headline,Alexander Geist,1,6107949,http://www.songkick.com/artists/6107949-alexander-geist?utm_source=59227&utm_medium=partner,Alexander Geist,,,2019-11-15,,,,,40.71278,-74.00594,Unknown venue,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.71278,-74.00594,"New York (NYC), NY, US"
,,,,,,,,,,,,73915519,headline,Your Mom's Agency,2,6256924,http://www.songkick.com/artists/6256924-your-moms-agency?utm_source=59227&utm_medium=partner,Your Mom's Agency,,,,,,,,,,,,,,,,,,
,,,,39039750,http://www.songkick.com/concerts/39039750-billy-lockett-at-rockwood-music-hall-stage-2?utm_source=59227&utm_medium=partner,Concert,ok,0.002121,"Billy Lockett at Rockwood Music Hall Stage 2 (November 15, 2019)",,false,74185844,headline,Billy Lockett,1,4235151,http://www.songkick.com/artists/4235151-billy-lockett?utm_source=59227&utm_medium=partner,Billy Lockett,f9da96bd-33cf-44c8-bb2e-938f00e0d28c,http://api.songkick.com/api/3.0/artists/mbid:f9da96bd-33cf-44c8-bb2e-938f00e0d28c.json,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,1028946,http://www.songkick.com/venues/1028946-rockwood-music-hall-stage-2?utm_source=59227&utm_medium=partner,40.72243,-73.98869,Rockwood Music Hall Stage 2,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.72243,-73.98869,"New York (NYC), NY, US"
,,,,39041457,http://www.songkick.com/concerts/39041457-carl-palmer-band-at-space-theater?utm_source=59227&utm_medium=partner,Concert,ok,2.08E-4,"Carl Palmer Band at The Space Theater (November 15, 2019)",,false,73938549,headline,Carl Palmer Band,1,244756,http://www.songkick.com/artists/244756-carl-palmer-band?utm_source=59227&utm_medium=partner,Carl Palmer Band,31eaffc7-244b-4f05-867b-9e9d574fa61e,http://api.songkick.com/api/3.0/artists/mbid:31eaffc7-244b-4f05-867b-9e9d574fa61e.json,2019-11-15,20:00:00,2019-11-15T20:00:00-0500,3400914,http://www.songkick.com/venues/3400914-space-theater?utm_source=59227&utm_medium=partner,40.75814,-73.58748,The Space Theater,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.75814,-73.58748,"Westbury, NY, US"
,,,,39041610,http://www.songkick.com/concerts/39041610-carl-palmers-elp-legacy-at-space-at-westbury?utm_source=59227&utm_medium=partner,Concert,ok,1.74E-4,"Carl Palmer's Elp Legacy at The Space at Westbury (November 15, 2019)",,false,73938797,headline,Carl Palmer's Elp Legacy,1,6138609,http://www.songkick.com/artists/6138609-carl-palmers-elp-legacy?utm_source=59227&utm_medium=partner,Carl Palmer's Elp Legacy,7ea0ccde-997f-44ff-83e6-15cfc298728d,http://api.songkick.com/api/3.0/artists/mbid:7ea0ccde-997f-44ff-83e6-15cfc298728d.json,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,2391419,http://www.songkick.com/venues/2391419-space-at-westbury?utm_source=59227&utm_medium=partner,40.75815,-73.58748,The Space at Westbury,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.75815,-73.58748,"Westbury, NY, US"
,,,,39048132,http://www.songkick.com/concerts/39048132-birdland-big-band-at-birdland-jazz-club?utm_source=59227&utm_medium=partner,Concert,ok,2.9E-5,"The Birdland Big Band at Birdland Jazz Club (November 15, 2019)",,false,73949838,headline,The Birdland Big Band,1,3834006,http://www.songkick.com/artists/3834006-birdland-big-band?utm_source=59227&utm_medium=partner,The Birdland Big Band,,,2019-11-15,17:30:00,2019-11-15T17:30:00-0500,4211634,http://www.songkick.com/venues/4211634-birdland-jazz-club?utm_source=59227&utm_medium=partner,40.75897,-73.98962,Birdland Jazz Club,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.75897,-73.98962,"New York (NYC), NY, US"
,,,,39051389,http://www.songkick.com/concerts/39051389-chris-pepe-at-still-partners?utm_source=59227&utm_medium=partner,Concert,ok,1.0E-6,"Chris Pepe at Still Partners (November 15, 2019)",,false,73955769,headline,Chris Pepe,1,9676534,http://www.songkick.com/artists/9676534-chris-pepe?utm_source=59227&utm_medium=partner,Chris Pepe,,,2019-11-15,18:30:00,2019-11-15T18:30:00-0500,2936013,http://www.songkick.com/venues/2936013-still-partners?utm_source=59227&utm_medium=partner,40.84909,-73.64234,Still Partners,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.84909,-73.64234,"Sea Cliff, NY, US"
,,,,39054493,http://www.songkick.com/concerts/39054493-firehouse-at-cutting-room?utm_source=59227&utm_medium=partner,Concert,ok,0.014822,"Firehouse at The Cutting Room (November 15, 2019)",,false,73960637,headline,Firehouse,1,269513,http://www.songkick.com/artists/269513-firehouse?utm_source=59227&utm_medium=partner,Firehouse,3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7,http://api.songkick.com/api/3.0/artists/mbid:3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7.json,2019-11-15,22:00:00,2019-11-15T22:00:00-0500,31311,http://www.songkick.com/venues/31311-cutting-room?utm_source=59227&utm_medium=partner,40.74582,-73.98297,The Cutting Room,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.74582,-73.98297,"New York (NYC), NY, US"
,,,,39066598,http://www.songkick.com/concerts/39066598-joyce-didonato-at-carnegie-hall-stern-auditorium-perelman-stage?utm_source=59227&utm_medium=partner,Concert,ok,0.005317,"Joyce DiDonato, Riccardo Muti, and Chicago Symphony Orchestra at Carnegie Hall, Stern Auditorium / Perelman Stage (November 15, 2019)",,false,73980612,headline,Joyce DiDonato,1,2233987,http://www.songkick.com/artists/2233987-joyce-didonato?utm_source=59227&utm_medium=partner,Joyce DiDonato,15e4f8a1-09f7-40c7-b9b1-93fa65b869ea,http://api.songkick.com/api/3.0/artists/mbid:15e4f8a1-09f7-40c7-b9b1-93fa65b869ea.json,2019-11-15,,,1034,http://www.songkick.com/venues/1034-carnegie-hall-stern-auditorium-perelman-stage?utm_source=59227&utm_medium=partner,40.76553,-73.98005,"Carnegie Hall, Stern Auditorium / Perelman Stage",7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.76553,-73.98005,"New York (NYC), NY, US"
,,,,,,,,,,,,73985253,headline,Riccardo Muti,2,432665,http://www.songkick.com/artists/432665-riccardo-muti?utm_source=59227&utm_medium=partner,Riccardo Muti,eb458ad6-7070-47af-ad92-968ea0b9dce2,http://api.songkick.com/api/3.0/artists/mbid:eb458ad6-7070-47af-ad92-968ea0b9dce2.json,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73985254,headline,Chicago Symphony Orchestra,3,87493,http://www.songkick.com/artists/87493-chicago-symphony-orchestra?utm_source=59227&utm_medium=partner,Chicago Symphony Orchestra,509c772e-1164-4457-8d09-0553cfa77d64,http://api.songkick.com/api/3.0/artists/mbid:509c772e-1164-4457-8d09-0553cfa77d64.json,,,,,,,,,,,,,,,,
,,,,39071680,http://www.songkick.com/concerts/39071680-new-rock-city-at-broadway?utm_source=59227&utm_medium=partner,Concert,ok,8.0E-6,"New Rock City with The So Lows at The Broadway (November 15, 2019)",,false,73989415,headline,New Rock City,1,2881401,http://www.songkick.com/artists/2881401-new-rock-city?utm_source=59227&utm_medium=partner,New Rock City,,,2019-11-15,20:00:00,2019-11-15T20:00:00-0500,4261424,http://www.songkick.com/venues/4261424-broadway?utm_source=59227&utm_medium=partner,40.69094,-73.92489,The Broadway,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.69094,-73.92489,"Brooklyn, NY, US"
,,,,,,,,,,,,74177697,support,The So Lows,2,10082525,http://www.songkick.com/artists/10082525-so-lows?utm_source=59227&utm_medium=partner,The So Lows,,,,,,,,,,,,,,,,,,
,,,,39067549,http://www.songkick.com/concerts/39067549-black-mountain-at-bowery-ballroom?utm_source=59227&utm_medium=partner,Concert,ok,0.016613,"Black Mountain with Ryley Walker at The Bowery Ballroom (November 15, 2019)",,false,73982412,headline,Black Mountain,1,528367,http://www.songkick.com/artists/528367-black-mountain?utm_source=59227&utm_medium=partner,Black Mountain,4898b9ad-f564-4ff1-9046-b1a16dfd5200,http://api.songkick.com/api/3.0/artists/mbid:4898b9ad-f564-4ff1-9046-b1a16dfd5200.json,2019-11-15,20:00:00,2019-11-15T20:00:00-0500,316,http://www.songkick.com/venues/316-bowery-ballroom?utm_source=59227&utm_medium=partner,40.72036,-73.99354,The Bowery Ballroom,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.72036,-73.99354,"New York (NYC), NY, US"
,,,,,,,,,,,,73996337,support,Ryley Walker,2,3723841,http://www.songkick.com/artists/3723841-ryley-walker?utm_source=59227&utm_medium=partner,Ryley Walker,795d12c3-099e-4195-8f40-6764472db494,http://api.songkick.com/api/3.0/artists/mbid:795d12c3-099e-4195-8f40-6764472db494.json,,,,,,,,,,,,,,,,
,,,,39077445,http://www.songkick.com/concerts/39077445-atliens-at-lost-circus-avant-gardner?utm_source=59227&utm_medium=partner,Concert,ok,0.001787,"ATLiens with Ray Volpe and JEANIE (US) at Lost Circus, Avant Gardner (November 15, 2019)",,false,73999276,headline,ATLiens,1,601766,http://www.songkick.com/artists/601766-atliens?utm_source=59227&utm_medium=partner,ATLiens,254a3d89-75eb-4df6-9bad-4a88beaeed93,http://api.songkick.com/api/3.0/artists/mbid:254a3d89-75eb-4df6-9bad-4a88beaeed93.json,2019-11-15,19:00:00,2019-11-15T19:00:00-0500,4094609,http://www.songkick.com/venues/4094609-lost-circus-avant-gardner?utm_source=59227&utm_medium=partner,40.71074,-73.92579,"Lost Circus, Avant Gardner",7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.71074,-73.92579,"Brooklyn, NY, US"
,,,,,,,,,,,,73999277,support,Ray Volpe,2,7455719,http://www.songkick.com/artists/7455719-ray-volpe?utm_source=59227&utm_medium=partner,Ray Volpe,1f35049a-ca31-461b-abf1-2df4b5b69930,http://api.songkick.com/api/3.0/artists/mbid:1f35049a-ca31-461b-abf1-2df4b5b69930.json,,,,,,,,,,,,,,,,
,,,,,,,,,,,,74330985,support,JEANIE (US),3,9198314,http://www.songkick.com/artists/9198314-jeanie-us?utm_source=59227&utm_medium=partner,JEANIE (US),,,,,,,,,,,,,,,,,,
,,,,39084002,http://www.songkick.com/concerts/39084002-new-york-philharmonic-at-david-geffen-hall-lincoln-center?utm_source=59227&utm_medium=partner,Concert,ok,0.008147,"New York Philharmonic and Bryce Dessner at David Geffen Hall, Lincoln Center (November 15, 2019)",,false,74010764,headline,New York Philharmonic,1,523856,http://www.songkick.com/artists/523856-new-york-philharmonic?utm_source=59227&utm_medium=partner,New York Philharmonic,7cdb68bc-c4f1-4a92-9bd2-739641c5eff0,http://api.songkick.com/api/3.0/artists/mbid:7cdb68bc-c4f1-4a92-9bd2-739641c5eff0.json,2019-11-15,20:00:00,2019-11-15T20:00:00-0500,6204,http://www.songkick.com/venues/6204-david-geffen-hall-lincoln-center?utm_source=59227&utm_medium=partner,40.7723,-73.98295,"David Geffen Hall, Lincoln Center",7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.7723,-73.98295,"New York (NYC), NY, US"
,,,,,,,,,,,,74010765,headline,Bryce Dessner,2,2750056,http://www.songkick.com/artists/2750056-bryce-dessner?utm_source=59227&utm_medium=partner,Bryce Dessner,20336142-85de-4e11-a1fd-a6c815b4e583,http://api.songkick.com/api/3.0/artists/mbid:20336142-85de-4e11-a1fd-a6c815b4e583.json,,,,,,,,,,,,,,,,
,,,,39085212,http://www.songkick.com/concerts/39085212-katherine-young-at-issue-project-room?utm_source=59227&utm_medium=partner,Concert,ok,5.0E-6,"Katherine Young with Ryoko Akama at Issue Project Room (November 15, 2019)",,false,74012772,headline,Katherine Young,1,1667337,http://www.songkick.com/artists/1667337-katherine-young?utm_source=59227&utm_medium=partner,Katherine Young,,,2019-11-15,,,31318,http://www.songkick.com/venues/31318-issue-project-room?utm_source=59227&utm_medium=partner,40.6908,-73.98956,Issue Project Room,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.6908,-73.98956,"Brooklyn, NY, US"
,,,,,,,,,,,,74012773,support,Ryoko Akama,2,6017909,http://www.songkick.com/artists/6017909-ryoko-akama?utm_source=59227&utm_medium=partner,Ryoko Akama,,,,,,,,,,,,,,,,,,
,,,,39092435,http://www.songkick.com/concerts/39092435-pokey-lafarge-at-bell-house?utm_source=59227&utm_medium=partner,Concert,ok,0.004983,"Pokey LaFarge with Jake La Botz at The Bell House (November 15, 2019)",,false,74025279,headline,Pokey LaFarge,1,271625,http://www.songkick.com/artists/271625-pokey-lafarge?utm_source=59227&utm_medium=partner,Pokey LaFarge,c76dd1b2-b35f-48c6-89e3-09dadb67284c,http://api.songkick.com/api/3.0/artists/mbid:c76dd1b2-b35f-48c6-89e3-09dadb67284c.json,2019-11-15,20:30:00,2019-11-15T20:30:00-0500,33018,http://www.songkick.com/venues/33018-bell-house?utm_source=59227&utm_medium=partner,40.67352,-73.99176,The Bell House,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.67352,-73.99176,"Brooklyn, NY, US"
,,,,,,,,,,,,74079281,support,Jake La Botz,2,515119,http://www.songkick.com/artists/515119-jake-la-botz?utm_source=59227&utm_medium=partner,Jake La Botz,c1396b82-3fde-4b8c-8534-266e4a4b5f3f,http://api.songkick.com/api/3.0/artists/mbid:c1396b82-3fde-4b8c-8534-266e4a4b5f3f.json,,,,,,,,,,,,,,,,
,,,,39093617,http://www.songkick.com/concerts/39093617-ryan-caraveo-at-babys-all-right?utm_source=59227&utm_medium=partner,Concert,ok,0.00674,"Ryan Caraveo and Khary at Baby's All Right (November 15, 2019)",,false,74027277,headline,Ryan Caraveo,1,8204888,http://www.songkick.com/artists/8204888-ryan-caraveo?utm_source=59227&utm_medium=partner,Ryan Caraveo,b99fdd7c-65c7-461e-a485-f31367f286f9,http://api.songkick.com/api/3.0/artists/mbid:b99fdd7c-65c7-461e-a485-f31367f286f9.json,2019-11-15,18:30:00,2019-11-15T18:30:00-0500,2445014,http://www.songkick.com/venues/2445014-babys-all-right?utm_source=59227&utm_medium=partner,40.70999,-73.96347,Baby's All Right,7644,http://www.songkick.com/metro_areas/7644-us-new-york-nyc?utm_source=59227&utm_medium=partner,New York (NYC),NY,US,40.70999,-73.96347,"Brooklyn, NY, US"
,,,,,,,,,,,,74284162,headline,Khary,2,8876204,http://www.songkick.com/artists/8876204-khary?utm_source=59227&utm_medium=partner,Khary,8261afea-acbf-4952-a968-fdec4bfcc631,http://api.songkick.com/api/3.0/artists/mbid:8261afea-acbf-4952-a968-fdec4bfcc631.json,,,,,,,,,,,,,,,,
